ExitSpeed,VExitAngle,HExitAngle,Cluster
95.00984,4.395059,-30.79186,2
93.73843,7.37006,2.241737,3
90.42705,-7.883025,-17.66174,2
108.9086,-3.083315,-9.394314,2
78.72723,8.615534,-0.8137718,0
90.64088,-37.4123,-5.872854,4
91.39761,-16.03779,-32.36341,1
111.7502,-0.4045921,-16.45689,2
98.49359,-17.70155,-12.70809,2
101.7081,-2.059035,-0.819734,3
66.4668,-28.25484,8.37501,4
96.3698,-26.73313,-18.09319,2
93.01396,-18.67034,-39.37143,1
86.66846,-14.43922,-41.39511,1
82.4497,-23.35384,-45.8287,1
80.61469,-15.55476,-26.28865,1
106.4719,-14.68405,-44.46409,1
88.6836,1.178965,-10.19566,0
104.384,-15.22277,11.26088,3
108.3091,-3.458809,-2.974842,3
102.3505,-17.22745,-18.76345,2
67.92472,0.9813524,-14.82466,0
74.81413,9.70992,-21.3071,0
104.9745,0.6172665,-29.03533,2
106.0947,2.37441,-13.04846,2
71.22749,-4.720116,-29.9376,1
76.84743,-21.87536,-28.21708,1
88.57017,1.74507,-42.79225,1
75.8695,-8.876319,-10.91939,0
85.47438,3.788309,-16.47298,0
109.0401,2.872876,-16.46242,2
91.34029,-21.88393,-44.61763,1
101.6144,-2.042553,-17.97448,2
100.5021,2.916819,-12.06131,2
102.7392,-1.944122,-31.44936,2
101.8989,-2.729181,-23.08936,2
106.7089,6.109399,-13.84633,2
111.5744,2.172415,-27.49139,2
82.07635,-6.098313,-14.18784,0
93.66693,-25.56529,0.9152957,3
82.37376,-21.09608,7.184244,4
104.5507,1.952923,-14.17152,2
69.25105,8.681293,7.985477,0
76.02396,2.925579,0.6628761,0
88.25647,-26.59661,-44.00938,1
77.10427,-11.08407,-19.63652,0
57.32833,15.12791,2.458711,0
92.7146,7.443897,-30.00445,2
87.9905,-3.276813,-29.14865,1
104.5643,-11.9756,-29.01085,2
68.04089,-15.73887,-34.57028,1
81.80435,2.032024,-35.01849,1
103.4767,2.215848,-31.27566,2
68.0889,2.724276,-16.15169,0
67.37119,-38.84324,-42.15658,1
89.98215,-1.100353,-12.23036,2
65.47866,-8.196075,-14.55967,0
83.79489,0.06176383,-12.57483,0
67.36964,-15.81336,-34.46867,1
87.43483,-11.16708,-38.53481,1
79.97019,-31.0953,-47.36861,1
83.81438,-5.502036,-24.42139,1
90.53571,-11.78913,-28.95939,1
75.86835,-8.443558,-38.67814,1
73.78145,-28.87383,-41.29134,1
89.3521,-8.011203,-17.56003,2
82.97195,-26.80449,-4.624601,4
102.9931,-16.42864,-43.86151,1
101.4275,-21.10705,-42.14422,1
84.55638,-7.898764,-8.140209,0
106.3505,1.215746,1.980407,3
84.39928,-5.280272,4.167378,3
101.2364,-21.97499,-18.46851,2
99.58242,-8.64535,-30.63794,2
94.68545,4.282956,-14.58961,2
95.09081,-18.98946,-18.58693,2
104.0161,0.004496881,-16.65729,2
100.3113,-7.444246,-11.68888,2
79.91429,-3.442568,-11.10145,0
88.74833,-4.139414,-18.30339,2
80.24135,-25.79298,-26.00242,1
89.48184,7.282208,-13.39978,0
86.25792,-19.11464,-16.54873,2
68.46789,-16.46111,1.378862,4
92.73872,-13.67827,-15.75177,2
101.9262,-0.271782,-20.40629,2
76.67483,-6.861987,-15.23616,0
94.06735,-46.53096,33.30817,4
103.1633,1.488765,-14.93773,2
73.69872,-7.567746,-34.44828,1
88.46983,-6.915798,-0.152179,3
75.26678,-17.95838,-40.27454,1
82.88917,-19.5286,-26.68047,1
83.77245,-2.039133,-32.66487,1
93.78273,6.039146,-8.946361,2
100.418,1.786554,-10.08861,2
83.1267,4.926543,5.579683,3
78.30866,-6.200009,-4.760909,0
84.66662,-17.95268,-5.027502,4
102.4434,0.8780992,-14.09194,2
103.8206,-4.631106,7.713736,3
53.51487,-81.60953,-78.79388,1
80.43613,-18.33577,-18.41006,1
62.91096,-11.41055,13.71943,4
81.92153,5.342185,-18.65003,0
84.98343,-18.46038,-37.31674,1
88.73831,-3.417986,3.775144,3
90.91371,-4.906802,-36.39867,1
102.2385,-5.73281,-11.06109,2
77.88364,-12.41432,-30.12517,1
96.99922,-2.236284,-19.04113,2
78.02937,6.107458,-21.01655,0
74.72855,-25.70172,-25.72243,1
98.62619,-4.471837,-27.00064,2
89.93973,-14.107,-12.86595,2
99.72141,-3.332398,-1.745127,3
98.81095,-19.24763,8.449879,3
96.87471,-7.495436,-6.589629,2
76.43524,-40.8899,-12.80968,4
77.35088,-28.94129,-25.517,1
102.911,-9.000045,-2.227312,3
76.99813,-15.04309,-36.18563,1
103.2034,-26.48624,-11.42118,2
85.31455,-24.91097,-13.9845,4
85.69914,8.007607,-24.51347,0
86.47762,-32.07585,-4.657944,4
54.1734,9.027404,-6.788589,0
84.21307,0.9078836,-11.90721,0
70.1857,7.741478,8.40039,0
66.38907,-0.2478112,9.366022,0
94.9492,-15.4556,3.446218,3
85.287,-10.05699,-20.57734,2
91.68302,-18.32509,11.78491,3
87.54833,5.817995,-17.07775,0
98.65635,-25.56074,-14.19339,2
94.96427,-15.24292,6.532695,3
83.40129,-12.73264,-18.30508,2
54.02453,12.01599,-4.466845,0
79.56374,-36.40799,-15.44618,4
48.54503,-41.98018,-12.36727,4
99.98389,-14.78338,-7.528338,2
90.14095,-27.9007,-9.37188,4
66.9925,-11.09707,-2.706473,4
89.33983,-14.3513,6.889177,3
70.95265,4.342896,-5.2947,0
97.623,6.68575,-17.54725,2
109.8982,-20.22171,-37.73583,2
110.8002,-2.791425,-14.75729,2
111.4097,-1.895541,-20.9874,2
64.17127,-32.92804,-73.12962,1
88.37026,-13.0426,0.2674241,3
103.7986,-21.07739,-11.8361,2
67.14901,-25.2838,11.81981,4
98.72398,-6.612367,-33.74561,2
99.74597,2.50245,-30.27073,2
90.89197,-3.414164,-37.89925,1
99.37652,-15.75878,30.22172,3
63.69363,-12.90991,-2.23287,4
78.45338,1.507607,-32.05793,1
72.53294,-2.765321,-34.00705,1
57.56122,-56.54362,24.80773,4
71.57327,-12.00716,-32.44539,1
75.62117,2.838995,0.1991343,0
89.2234,-6.120834,-16.7888,2
81.51279,-21.02387,-44.39404,1
98.10506,-7.327979,2.281181,3
101.8138,-13.25014,-17.70514,2
96.35798,-25.01669,-17.34792,2
83.49085,-17.50784,-18.82367,1
90.55689,-22.52969,-13.95974,2
62.75853,-16.95247,-13.73633,4
88.63173,7.051713,-18.9724,0
74.86376,-28.17451,8.636834,4
62.28531,-25.70274,-35.34122,1
97.46452,0.1666036,-10.93592,2
93.43355,-4.316367,-11.83097,2
73.08456,8.748085,-12.15932,0
98.56477,-14.37933,2.121463,3
98.73956,2.609457,6.951039,3
87.94996,-30.31716,-25.56675,1
60.19244,7.884882,-31.16053,0
97.14395,-17.91141,-30.71827,1
80.15317,-21.84342,-2.707005,4
88.3717,-12.18187,-1.876189,3
85.23687,-12.37844,-12.26655,2
65.53076,8.747396,3.446579,0
88.16129,1.097364,-27.98747,2
62.19357,2.384949,3.763852,0
99.28008,-20.17353,8.927627,3
86.42776,-0.3491013,-37.79746,1
79.938,-34.21769,-0.3905158,4
99.96764,-6.636222,2.40908,3
84.43384,5.557152,6.308175,3
101.4377,-6.164027,-30.97631,2
79.6209,-34.86305,-2.28604,4
97.29849,-7.951321,-16.6813,2
68.83131,-39.20262,-24.90698,4
105.5665,-1.136149,-17.66228,2
94.71252,-0.5598515,-30.63522,2
92.07934,-12.03529,-37.75732,1
