ExitSpeed,VExitAngle,HExitAngle,Cluster
111.6243,0.4897797,-0.6792967,3
89.89505,-0.266692,-27.27858,3
70.57976,5.02671,11.29622,2
80.11378,-25.35733,-15.77595,0
64.42444,-4.248565,1.875946,2
99.36687,-1.064966,33.2897,3
97.84341,-16.4229,43.80006,1
98.44372,-13.01351,16.05366,3
58.11916,16.41808,1.575065,2
67.5626,1.363232,10.55188,2
93.85377,2.935932,-2.857217,3
98.51434,-0.9292529,24.87953,3
82.606,4.354602,8.343255,2
96.54039,-3.277224,17.39329,3
79.54879,-16.8782,37.98511,1
78.81052,-13.12407,45.70272,1
72.99671,-20.52892,43.41785,1
90.95243,-14.12914,43.88713,1
90.41577,-25.6841,21.79197,1
90.58181,2.326376,17.21114,3
107.7752,2.75682,-2.897458,3
110.8196,-9.181683,6.726788,3
78.39389,4.844409,4.181824,2
100.5369,-10.79738,19.61629,3
